show_id,type,title,date_added,release_year,rating,duration,listed_in,description
s1071,TV Show,Mickey Mouse (Shorts),12-Nov-19,2012,TV-G,5 Seasons,"Animation, Kids","All-new series of cartoon shorts, Mickey Mouse finds himself in silly situations around the world!"
s1072,TV Show,Mickey Mouse Club (1955-59),12-Nov-19,1955,TV-PG,1 Season,"Family, Variety",The Mickey Mouse Club is a variety show featuring the Mouseketeers. See details for advisory.
s1073,Movie,"Mickey, Donald, Goofy: The Three Musketeers",12-Nov-19,2004,G,71 min,"Action-Adventure, Animation, Family",An animated version of the classic tale starring three Disney favorites.
s1074,Movie,Mickey's Birthday Party,12-Nov-19,1942,TV-G,9 min,"Animation, Comedy, Family",The gang gives Mickey a surprise birthday party. See details for advisory.
s1075,Movie,Mickey's Christmas Carol,12-Nov-19,1983,G,26 min,"Animation, Comedy, Family",All your Disney pals star in this retelling of a Dickens Christmas classic.
s1076,Movie,Mickey's Delayed Date,12-Nov-19,1947,TV-G,7 min,"Animation, Comedy, Family",Pluto helps Mickey get ready when he forgets about his big date. See details for advisory.
s1077,Movie,Mickey's Once Upon a Christmas,12-Nov-19,1999,TV-G,67 min,"Animation, Anthology, Comedy",Join Mickey and his pals for tales of their most memorable Christmases.
s1078,Movie,Mickey's Rival,12-Nov-19,1936,TV-G,9 min,"Animation, Comedy, Family","Mickey's rival, Mortimer, strives for Minnie's affections. See details for advisory."
s1079,Movie,Mickey's Trailer,12-Nov-19,1938,TV-PG,8 min,"Animation, Comedy, Family","Mickey, Donald and Goofy are on an adventurous car trip. See details for advisory."
s1080,Movie,Mickey's Twice Upon a Christmas,12-Nov-19,2004,G,70 min,"Animation, Anthology, Comedy",Mickey and his pals learn the true meaning of Christmas…with Santa's help.
s1081,Movie,Mighty Joe Young,12-Nov-19,1998,PG,116 min,"Action-Adventure, Animals & Nature, Family","Taken to Hollywood to hide, a mighty gorilla is chased by a hunter."
s1082,Movie,Mike's New Car,12-Nov-19,2002,TV-G,5 min,"Animation, Buddy, Comedy",Mike and Sulley try to take Mike's new car for a ride.
s1083,Movie,Minutemen,12-Nov-19,2008,TV-G,91 min,"Action-Adventure, Comedy, Science Fiction",Three teen outcasts invent a time machine to save their social lives.
s1084,Movie,Miracle,12-Nov-19,2004,PG,137 min,"Drama, Historical, Sports",The story of the 1980 U.S. Olympic hockey team's win over a seemingly invincible Soviet squad.
s1085,Movie,Miracle at Midnight,12-Nov-19,1998,TV-14,89 min,"Drama, Historical",A family risks their lives to help their neighbors escape the Nazis.
s1086,Movie,Miracle in Lane 2,12-Nov-19,2000,TV-G,90 min,"Biographical, Drama, Sports",A physically challenged boy strives to compete in a national soapbox derby.
s1087,Movie,Miracle Landing on the Hudson,12-Nov-19,2014,TV-G,44 min,"Action-Adventure, Documentary","The true story of the terrifying, ultimately triumphant landing of Flight 1549 in the Hudson River."
s1088,Movie,Mission to the Sun,12-Nov-19,2018,TV-PG,44 min,Documentary,A NASA mission to study the sun gathers data on potentially devastating solar storms.
s1089,Movie,Moana,12-Nov-19,2016,PG,108 min,"Action-Adventure, Animation, Family",Moana and Maui set sail on a journey across the ocean to save the world.
s1090,Movie,Mom's Got a Date With a Vampire,12-Nov-19,2000,TV-PG,83 min,"Comedy, Fantasy",Two kids set up their mom on a date with a vampire.
s1091,Movie,Monsters University,12-Nov-19,2013,G,104 min,"Animation, Buddy, Comedy",Discover how Mike and Sulley first met at Monsters University.
s1092,Movie,"Monsters, Inc.",12-Nov-19,2001,G,93 min,"Animation, Buddy, Comedy",A little girl named Boo wanders into the world of monsters.
s1093,Movie,Motocrossed,12-Nov-19,2001,TV-G,92 min,"Drama, Sports",Andi takes her brother's spot in a motocross race after he injures his leg.
s1094,Movie,Mr. Boogedy,12-Nov-19,1986,TV-PG,46 min,"Comedy, Fantasy",A New England family finds their new home is haunted by a local legend.
s1095,Movie,Mr. Duck Steps Out,12-Nov-19,1940,TV-G,9 min,"Animation, Comedy, Family",Donald attempts to court Daisy. See details for advisory.
s1096,Movie,Mr. Mouse Takes a Trip,12-Nov-19,1940,TV-G,8 min,"Animation, Comedy, Family",Mickey Mouse and Pluto hit the road - and run into trouble. See details for advisory.
s1097,Movie,Mulan II,12-Nov-19,2005,G,82 min,"Action-Adventure, Animation, Family",Mulan must complete a dangerous mission before marrying General Shang.
s1098,TV Show,Muppet Moments (Shorts),12-Nov-19,2014,TV-Y7,1 Season,"Anthology, Comedy, Kids",Join the Muppets as they share unforgettable moments.
s1099,Movie,Muppet Treasure Island,12-Nov-19,1996,G,101 min,"Action-Adventure, Comedy, Family",The classic pirate tale gets a fun and zany Muppet twist.
s1100,Movie,Muppets Most Wanted,12-Nov-19,2014,PG,111 min,"Action-Adventure, Comedy, Family",The Muppets find themselves entangled in an international crime caper.
s1101,Movie,My Favorite Martian,12-Nov-19,1999,PG,94 min,"Comedy, Science Fiction",A TV reporter happens on the story of the millennium when a Martian lands on Earth.
s1102,TV Show,My Friends Tigger & Pooh,12-Nov-19,2006,TV-Y,2 Seasons,"Animation, Kids","Pooh, Tigger, and friends from the Hundred Acre Wood welcome new neighbors"
s1103,Movie,National Treasure: Book of Secrets,12-Nov-19,2007,PG,125 min,"Action-Adventure, Mystery, Thriller",Ben Gates must kidnap the president to prove his ancestor's innocence.
s1104,Movie,Newsies,12-Nov-19,1992,PG,122 min,"Coming of Age, Drama, Family",New York City paperboys battle a greedy newspaper tycoon in 1899.
s1105,Movie,Newsies: The Broadway Musical,12-Nov-19,2017,PG,134 min,"Coming of Age, Drama, Family",Gutsy newsboys take on newspaper titans in 1899. Filmed live in Hollywood.
s1106,Movie,Noelle,12-Nov-19,2019,G,105 min,"Comedy, Family, Fantasy",Kris Kringle's daughter must find her brother and bring him back in time to save Christmas.
s1107,Movie,Now You See It,12-Nov-19,2005,TV-G,89 min,"Coming of Age, Fantasy",An aspiring TV producer searches for the world's greatest kid magician.
s1108,Movie,Olaf's Frozen Adventure,12-Nov-19,2017,G,25 min,"Animation, Comedy, Family",Olaf and Sven set out to save Christmas for Anna and Elsa.
s1109,Movie,Old Yeller,12-Nov-19,1957,G,84 min,"Animals & Nature, Drama, Family",The quintessential film about a boy's love for his dog.
s1110,Movie,Oliver & Company,12-Nov-19,1988,G,76 min,"Action-Adventure, Animation, Musical",A feisty young cat explores New York in this animated spin on Oliver Twist.
s1111,Movie,Once Upon a Mattress,12-Nov-19,2005,TV-PG,88 min,"Comedy, Family, Fantasy","A fractured retelling of the classic ""The Princess and The Pea."""
s1112,Movie,One Magic Christmas,12-Nov-19,1985,G,89 min,"Drama, Fantasy",A young mother rediscovers the joy of Christmas thanks to the unshakable faith of her daughter.
s1113,Movie,One Man Band,12-Nov-19,2006,G,5 min,"Animation, Comedy, Family",A girl gets caught in the middle of a musical duel.
s1114,Movie,Operation Dumbo Drop,12-Nov-19,1995,PG,109 min,"Action-Adventure, Animals & Nature, Comedy",Soldiers secretly transport an elephant across 200 miles of rugged terrain.
s1115,TV Show,Origins: The Journey of Humankind,12-Nov-19,2016,TV-14,1 Season,"Docuseries, Historical","Hosted by Jason Silva, this eight-part series illuminates key developments in human culture."
s1116,TV Show,Out of the Box,12-Nov-19,1998,TV-G,3 Seasons,Kids,A group of children come and play in a clubhouse made entirely out of painted cardboard boxes.
s1117,Movie,Paris To Pittsburgh,12-Nov-19,2018,TV-PG,77 min,Documentary,Americans are demanding action on climate change and taking matters into their own hands.
s1118,Movie,Partly Cloudy,12-Nov-19,2009,G,6 min,"Animation, Comedy, Family",Cloud people bring babies to life to storks to deliver
s1119,Movie,Party Central,12-Nov-19,2014,PG,7 min,"Animation, Comedy, Family",Mike and Sulley return to Monsters University.
s1120,Movie,Perri,12-Nov-19,1957,G,75 min,"Animals & Nature, Documentary, Family",The story of a little Pine Squirrel named Perri and her life in the forest.
s1121,Movie,Pete's Dragon,12-Nov-19,2016,PG,106 min,"Action-Adventure, Family, Fantasy",A mysterious boy claims to live in the woods with a giant green dragon.
s1122,Movie,Peter Pan,12-Nov-19,1953,G,79 min,"Action-Adventure, Animation, Family",Adventures await when Peter Pan and his friends fly to Never Land. See details for advisory.
s1123,Movie,Peter Pan: Return to Never Land,12-Nov-19,2002,G,77 min,"Action-Adventure, Animation, Family",Wendy's daughter Jane is whisked away to Never Land by Captain Hook.
s1124,Movie,Phantom of the Megaplex,12-Nov-19,2000,TV-G,89 min,"Comedy, Coming of Age",A phantom haunting a local megaplex threatens to ruin a premiere gala.
s1125,TV Show,Phil of the Future,12-Nov-19,2003,TV-G,2 Seasons,"Comedy, Coming of Age, Kids",Phil is just your average teenager – whose family crash-landed here from the year 2121.
s1126,TV Show,Phineas and Ferb,12-Nov-19,2007,TV-G,4 Seasons,"Action-Adventure, Animation, Comedy",Phineas and Ferb have big summertime adventures with friends.
s1127,Movie,Phineas and Ferb the Movie: Across the 2nd Dimension,12-Nov-19,2011,TV-G,79 min,"Action-Adventure, Animation, Comedy",Phineas and Ferb jump dimensions and learn Perry is a real secret agent.
s1128,Movie,Phineas and Ferb: Mission Marvel,12-Nov-19,2013,TV-G,46 min,"Action-Adventure, Animation, Comedy",Two Universes Collide In One Epic Adventure!
s1129,Movie,Piglet's Big Movie,12-Nov-19,2003,G,78 min,"Action-Adventure, Animation, Kids","When Piglet disappears, his friends band together to find him."
s1130,Movie,Pinocchio,12-Nov-19,1940,G,90 min,"Animation, Family, Fantasy",A little wooden puppet yearns to become a real boy.
s1131,Movie,Piper,12-Nov-19,2016,G,6 min,"Animals & Nature, Animation, Family",A sandpiper exploring by the shore encounters scary waves.
s1132,Movie,Pirates of the Caribbean: At World's End,12-Nov-19,2007,PG-13,169 min,"Action-Adventure, Fantasy",An alliance forms to rescue Captain Jack Sparrow from Davy Jones' locker.
s1133,Movie,Pirates of the Caribbean: Dead Man's Chest,12-Nov-19,2006,PG-13,152 min,"Action-Adventure, Fantasy","Captain Jack Sparrow must seize the ""Dead Man's Chest"" to cheat death."
s1134,Movie,Pirates of the Caribbean: The Curse of the Black Pearl,12-Nov-19,2003,PG-13,144 min,"Action-Adventure, Fantasy",Jack Sparrow and Will Turner partner to save the governor's daughter.
s1135,TV Show,Pixar In Real Life,12-Nov-19,2019,TV-G,1 Season,"Anthology, Comedy, Family",Characters and moments from Pixar films are brought to life to the surprise of real people.
s1136,Movie,Pixel Perfect,12-Nov-19,2004,TV-G,90 min,"Comedy, Coming of Age, Music",A techno whiz must protect his hologram from falling into the wrong hands.
s1137,Movie,Planet of the Birds,12-Nov-19,2018,TV-PG,45 min,"Animals & Nature, Documentary, Family","Tough and versatile, birds live in almost every habitat across the world."
s1138,Movie,Pluto and the Gopher,12-Nov-19,1950,TV-PG,7 min,"Animation, Comedy, Family",Pluto tries to catch a gopher in Minnie's garden. See details for advisory.
s1139,Movie,Pluto's Christmas Tree,12-Nov-19,1952,TV-Y7,7 min,"Animation, Family, Kids",Pluto and Mickey bring home a special Christmas Tree. See details for advisory.
s1140,Movie,Pluto's Surprise Package,12-Nov-19,1949,TV-G,7 min,"Animation, Comedy, Family","Pluto tries to bring in the mail, but one parcel refuses to cooperate. See details for advisory."
s1141,Movie,Pluto's Sweater,12-Nov-19,1949,TV-G,7 min,"Animation, Comedy, Family",Pluto hates the sweater that Minnie knits for him. See details for advisory.
s1142,Movie,Pocahontas,12-Nov-19,1995,G,85 min,"Action-Adventure, Animation, Family",Free-spirited Pocahontas must find her own path.
s1143,Movie,Pocahontas II: Journey to a New World,12-Nov-19,1998,G,77 min,"Action-Adventure, Animation, Family",Pocahontas sets sail for England and the allure of life in a new land.
s1144,Movie,Pollyanna,12-Nov-19,1960,G,135 min,"Coming of Age, Drama, Family","An orphan brings sunshine into the lives of everyone she meets, despite her stifling aunt."
s1145,Movie,Pooh's Grand Adventure: The Search for Christopher Robin,12-Nov-19,1997,TV-G,78 min,"Action-Adventure, Animation, Kids",Pooh and his pals set off on an adventure to find their best friend.
s1146,Movie,Pooh's Heffalump Movie,12-Nov-19,2005,G,73 min,"Action-Adventure, Animation, Kids",Pooh and his friends are shocked when Roo befriends a playful Heffalump.
s1147,Movie,Presto,12-Nov-19,2008,G,5 min,"Animation, Family, Kids",Presto forgets to feed his rabbit one too many times.
s1148,Movie,Princess Protection Program,12-Nov-19,2009,TV-G,90 min,"Buddy, Comedy, Coming of Age",Royalty and roughing it collide when a princess moves in with a tomboy.
s1149,Movie,Purl,12-Nov-19,2019,PG,12 min,"Animation, Comedy, Family",Purl gets a job at a start-up and must decide how far is she willing to go to be accepted.
s1150,TV Show,Quack Pack,12-Nov-19,1996,TV-Y,1 Season,"Action-Adventure, Animation, Comedy","This cartoon follows on from the 1980's cartoon ""DuckTales""."
s1151,Movie,Queen of Katwe,12-Nov-19,2016,PG,125 min,"Biographical, Drama, Sports",A Ugandan girl’s life changes forever when she discovers she has an amazing talent for chess.
s1152,Movie,Quints,12-Nov-19,2000,TV-G,83 min,"Comedy, Coming of Age",Jamie is the center of attention until her mom gives birth to quintuplets.
s1153,Movie,Ratatouille,12-Nov-19,2007,G,111 min,"Animation, Comedy, Family",A determined young rat dreams of becoming a French chef.
s1154,Movie,Read It and Weep,12-Nov-19,2006,TV-G,85 min,"Comedy, Coming of Age, Drama",Jamie's journal accidentally becomes a best-selling book.
s1155,Movie,Ready to Run,12-Nov-19,2000,TV-G,89 min,"Animals & Nature, Coming of Age, Family",Corrie dreams of becoming a jockey despite her father's race-related death.
s1156,Movie,Recess: All Growed Down,12-Nov-19,2003,G,61 min,"Animation, Comedy, Family",T.J. and the gang are captured by the kindergartners.
s1157,Movie,Recess: School's Out,12-Nov-19,2001,G,87 min,"Animation, Comedy, Family",Third Street Elementary students band together to save summer break.
s1158,Movie,Recess: Taking the 5th Grade,12-Nov-19,2003,G,63 min,"Animation, Comedy, Family",The gang graduates to the fifth grade but discovers some unwelcome changes.
s1159,Movie,Red's Dream,12-Nov-19,1987,TV-G,4 min,"Animation, Drama, Family","Red, a unicycle, dreams that he steals the show."
s1160,Movie,Remember the Titans,12-Nov-19,2000,PG,114 min,"Drama, Historical, Sports",An African-American coach leads a newly integrated high school football team in 1970s Virginia.
s1161,Movie,Rescue Dog,12-Nov-19,1947,TV-G,7 min,"Animation, Comedy, Family",Rescue dog Pluto must deal with a playful seal pup. See details for advisory.
s1162,Movie,Return from Witch Mountain,12-Nov-19,1978,G,94 min,"Action-Adventure, Family, Science Fiction",Sinister masterminds manipulate a boy's supernatural powers for their own devious gain.
s1163,Movie,Return to Halloweentown,12-Nov-19,2006,TV-PG,89 min,"Family, Fantasy",Marnie Piper holds the key to Witch University's ultimate secret.
s1164,Movie,Return to Oz,12-Nov-19,1985,PG,110 min,"Action-Adventure, Family, Fantasy",Dorothy battles the wicked Princess Mombi and the evil Nome King to restore the Emerald City.
s1165,Movie,Richie Rich's Christmas Wish,12-Nov-19,1998,G,85 min,"Action-Adventure, Comedy, Family",A wishing machine transports Richie Rich to an alternate universe.
s1166,Movie,Right on Track,12-Nov-19,2003,TV-G,88 min,"Buddy, Family, Sports",Two sisters fight for their place in male-dominated junior drag racing.
s1167,Movie,Riley’s First Date?,12-Nov-19,2015,G,8 min,"Animation, Comedy, Coming of Age",A boy shows up at Riley's door.
s1168,Movie,Rip Girls,12-Nov-19,2000,TV-G,87 min,"Coming of Age, Drama",Sydney questions a decision to sell her inherited Hawaiian land.
s1169,Movie,Robin Hood,12-Nov-19,1973,G,85 min,"Action-Adventure, Animation, Family",Disney's animated classic tale of England's legendary hero.
s1170,TV Show,Rocky Mountain Animal Rescue,12-Nov-19,2018,TV-PG,1 Season,"Animals & Nature, Docuseries, Family",Officers and vets in the Pike's Peak area of Colorado handle thousands of animal emergencies a year.
s1171,Movie,Rogue One: A Star Wars Story,12-Nov-19,2016,PG-13,134 min,"Action-Adventure, Science Fiction",Unlikely heroes band together to steal the plans to the Death Star.
s1172,Movie,Roving Mars,12-Nov-19,2006,G,41 min,"Documentary, Family",Explore the surface of the red planet through the eyes of two NASA rovers.
s1173,Movie,Ruby Bridges,12-Nov-19,1998,TV-PG,90 min,"Biographical, Drama, Historical",A little girl becomes the first African-American to integrate her school.
s1174,Movie,Sacred Planet,12-Nov-19,2004,G,47 min,"Animals & Nature, Documentary, Family",Visit some of the most exotic and beautiful places still in existence.
s1175,Movie,Saludos Amigos,12-Nov-19,1943,TV-PG,42 min,"Animation, Comedy, Family",Four animated shorts with Donald Duck and Goofy are set to a samba beat. See details for advisory.
s1176,Movie,"Sammy, The Way-Out Seal",12-Nov-19,1962,TV-G,43 min,"Animals & Nature, Comedy, Family",Two young brothers adopt an injured seal…without telling their parents. See details for advisory.
s1177,Movie,Sanjay's Super Team,12-Nov-19,2015,PG,7 min,"Action-Adventure, Animation, Family",Young Sanjay daydreams of Hindu gods as superheroes.
s1178,Movie,Santa Paws 2: The Santa Pups,12-Nov-19,2012,G,92 min,"Fantasy, Musical","When holiday spirit mysteriously begins to disappear, the Santa Pups race to save Christmas."
s1179,Movie,Santa's Workshop,12-Nov-19,1932,TV-G,7 min,"Animation, Family, Fantasy",Santa and his elves make toys to deliver on Christmas Eve See details for advisory.
s1180,Movie,Saving Mr. Banks,12-Nov-19,2013,PG-13,129 min,"Biographical, Drama, Historical","Discover the untold story behind Walt Disney's 20-year effort to bring ""Mary Poppins"" to life."
s1181,Movie,Science Fair,12-Nov-19,2018,PG,91 min,"Documentary, Family",Nine high school students compete at the International Science and Engineering Fair.
s1182,Movie,Sea of Hope: America's Underwater Treasures,12-Nov-19,2017,TV-PG,47 min,"Action-Adventure, Animals & Nature, Documentary",Oceanographer Sylvia Earle sets out to inspire the creation of 'blue parks' to protect the ocean.
s1183,Movie,Secret of The Wings,12-Nov-19,2012,G,79 min,"Animation, Fantasy, Kids",Tink crosses into the forbidden Winter Woods and finds she has a sister.
s1184,Movie,Secretariat,12-Nov-19,2010,PG,124 min,"Animals & Nature, Biographical, Drama","A housewife becomes the unlikely owner of a racehorse, then risks it all to make him a champion."
s1185,Movie,Secrets of Christ's Tomb: Explorer Special,12-Nov-19,2017,TV-PG,47 min,"Documentary, Historical",A team of experts races to repair the structure housing Christ’s tomb.
s1186,Movie,Secrets of Life,12-Nov-19,1956,TV-PG,70 min,"Animals & Nature, Documentary, Family",Discover Mother Nature’s secrets with a look at our ever-evolving planet.
s1187,Movie,Secrets of the King Cobra,12-Nov-19,2012,TV-PG,47 min,"Animals & Nature, Documentary",A new scientific expedition follows the king cobra into the wild for the first time.
s1188,TV Show,Shake It Up,12-Nov-19,2010,TV-G,3 Seasons,"Buddy, Comedy, Coming of Age",Best friends attend high school and dance professionally.
s1189,Movie,Sharks of Lost Island,12-Nov-19,2013,TV-PG,45 min,"Action-Adventure, Animals & Nature, Documentary",A team of explorers sets out to explore the sea and land of the remote Pitcairn Islands.
s1190,Movie,Sharpay's Fabulous Adventure,12-Nov-19,2011,TV-G,92 min,"Comedy, Coming of Age, Music",Aspiring diva Sharpay leaves suburbia and hits Broadway…and hits it hard.
s1191,Movie,Shipwrecked,12-Nov-19,1991,PG,93 min,"Action-Adventure, Coming of Age, Family",A cabin boy must outwit a ruthless gang of pirates while shipwrecked on a jungle island.
s1192,TV Show,Silver Surfer,12-Nov-19,1997,TV-Y7,1 Season,"Action-Adventure, Animation, Kids",The adventures of the cosmic wanderer as he seeks his lost home after rebelling from his master.
s1193,Movie,Simpsons Movie,12-Nov-19,2007,PG-13,88 min,"Action-Adventure, Animation, Comedy",Homer must save the world from a catastrophe he himself created.
s1194,Movie,Sister Act,12-Nov-19,1992,PG,101 min,"Comedy, Crime, Family",A low-rent lounge singer is forced to hide out from the mob in a convent.
s1195,Movie,Sister Act 2: Back in the Habit,12-Nov-19,1993,PG,108 min,"Comedy, Family, Music",Deloris goes back undercover to try to save a troubled inner-city school.
s1196,Movie,Skyrunners,12-Nov-19,2009,TV-PG,93 min,"Action-Adventure, Science Fiction",Teen brothers discover a UFO near their town…and learn of an alien plot.
s1197,Movie,Sleeping Beauty,12-Nov-19,1959,G,77 min,"Animation, Family, Fantasy",A fairy-tale classic about a princess saved by true love's kiss.
s1198,Movie,Smart House,12-Nov-19,1999,TV-G,82 min,"Comedy, Coming of Age, Drama",A computerized Smart House becomes an overly possessive virtual mother.
s1199,Movie,Smash and Grab,12-Nov-19,2019,PG,8 min,"Animation, Buddy, Family",Two antiquated robots risk everything for freedom and for each other.
s1200,Movie,Snow White and The Seven Dwarfs,12-Nov-19,1937,G,84 min,"Animation, Family, Fantasy",Discover the movie called “The Greatest Animated Film Of All Time”!
s1201,Movie,Snowball Express,12-Nov-19,1972,G,94 min,"Comedy, Family, Sports",A New York accountant moves west when he inherits a dilapidated ski resort.
s1202,Movie,Snowglobe,12-Nov-19,2007,TV-PG,90 min,"Comedy, Family, Fantasy",Angela finds a snow globe that transports her into a Christmas wonderland.
s1203,TV Show,So Weird,12-Nov-19,1999,TV-Y7,3 Seasons,"Fantasy, Kids, Mystery",A teenage girl travels the country on a rock tour while investigating the supernatural.
s1204,Movie,Society Dog Show,12-Nov-19,1939,TV-G,9 min,"Animation, Comedy, Family","Pluto is out of place at a dog show, but he proves to be a hero. See details for advisory."
s1205,TV Show,Spider-Man (Shorts),12-Nov-19,2016,TV-Y7,1 Season,"Action-Adventure, Animation, Kids",Peter uses science to investigate his spider bite.
s1206,TV Show,Spider-Man and His Amazing Friends,12-Nov-19,1982,TV-Y7,1 Season,"Action-Adventure, Animation, Kids",Spider-Man battles crime in New York City with the help of Iceman and Firestar.
s1207,TV Show,Spider-Man Unlimited,12-Nov-19,1999,TV-Y7,1 Season,"Action-Adventure, Animation, Kids",Strap in to your seats and experience Spider-Man Unlimited!
s1208,TV Show,Spider-Woman,12-Nov-19,1979,TV-Y7,1 Season,"Action-Adventure, Animation, Kids",Jessica Drew has superhuman powers. She uses them as Spider-Woman.
s1209,TV Show,Star Wars Forces of Destiny (Shorts),12-Nov-19,2016,TV-Y7,2 Seasons,"Action-Adventure, Animation, Anthology",Untold stories from the heroines of Star Wars.
s1210,TV Show,Star Wars Rebels,12-Nov-19,2014,TV-Y7,4 Seasons,"Action-Adventure, Animation, Kids",The Ghost crew provides a spark to ignite a rebellion.
s1211,TV Show,Star Wars Rebels (Shorts),12-Nov-19,2014,TV-Y7,1 Season,"Action-Adventure, Animation, Kids",It is a dark time in the galaxy as the Empire continues to tighten its grip.
s1212,Movie,Star Wars: A New Hope (Episode IV),12-Nov-19,1977,PG,125 min,"Action-Adventure, Science Fiction",A young farm boy intercepts a distress call from the captive Princess Leia.
s1213,Movie,Star Wars: Attack of the Clones (Episode II),12-Nov-19,2002,PG,143 min,"Action-Adventure, Science Fiction",Young Anakin and Padmé fall in love as galactic war looms.
s1214,TV Show,Star Wars: Blips,12-Nov-19,2019,TV-Y7-FV,1 Season,Series,What does a curious little droid do when he's not on a daring mission to save the galaxy?
s1215,Movie,Star Wars: Return of the Jedi (Episode VI),12-Nov-19,1983,PG,135 min,"Action-Adventure, Science Fiction",Luke Skywalker faces Darth Vader in a final duel.
s1216,Movie,Star Wars: Revenge of the Sith (Episode III),12-Nov-19,2005,PG-13,140 min,"Action-Adventure, Science Fiction","As the Republic falls, Anakin Skywalker becomes the evil Darth Vader."
s1217,Movie,Star Wars: The Empire Strikes Back (Episode V),12-Nov-19,1980,PG,127 min,"Action-Adventure, Science Fiction",Luke Skywalker trains as a Jedi and confronts Darth Vader.
s1218,Movie,Star Wars: The Force Awakens (Episode VII),12-Nov-19,2015,PG-13,139 min,"Action-Adventure, Science Fiction","Rey, Finn, Han and Chewbacca search for the one hope of restoring peace."
s1219,Movie,Star Wars: The Phantom Menace (Episode I),12-Nov-19,1999,PG,136 min,"Action-Adventure, Science Fiction","Jedi discover Anakin Skywalker, a boy unusually strong in the Force."
s1220,Movie,Starstruck,12-Nov-19,2010,TV-G,81 min,"Comedy, Coming of Age, Music",Pop star Christopher Wilde must choose to follow his heart or embrace fame.
s1221,Movie,Steamboat Willie,12-Nov-19,1928,TV-Y7,8 min,"Animation, Family, Kids",Watch Mickey Mouse's classic cartoon debut. See details for advisory.
s1222,Movie,Stepsister from Planet Weird,12-Nov-19,2000,TV-G,86 min,"Comedy, Family, Science Fiction",A human and an alien team up to stop their parents from getting married.
s1223,Movie,Stitch! The Movie,12-Nov-19,2003,G,62 min,"Animation, Comedy, Family","Stitch tries to save his intergalactic ""cousins"" from evil Captain Gantu."
s1224,Movie,Stonehenge Decoded: Secrets Revealed,12-Nov-19,2008,TV-PG,44 min,Documentary,The discovery of a prehistoric site in Ireland sheds new light on the mysteries of Stonehenge
s1225,Movie,Stuck in the Suburbs,12-Nov-19,2004,TV-G,79 min,"Comedy, Coming of Age, Music",A bored suburban teen accidentally switches phones with a pop star.
s1226,Movie,Sultan and the Rock Star,12-Nov-19,1980,TV-PG,47 min,"Action-Adventure, Animals & Nature, Family",A rock star befriends a gentle tiger being hunted for sport. See details for advisory.
s1227,Movie,Super Buddies,12-Nov-19,2013,G,83 min,"Action-Adventure, Comedy, Family",A new breed of hero is born when Disney's favorite extraordinary pups become Super Buddies!
s1228,Movie,Swiss Family Robinson,12-Nov-19,1940,PG,94 min,"Action-Adventure, Family, Survival",A violent storm shipwrecks the Robinson family on a deserted island. See details for advisory.
s1229,TV Show,TaleSpin,12-Nov-19,1990,TV-G,1 Season,"Action-Adventure, Animation, Kids","Follow Baloo, his 12-year old navigator Kit, the boss Rebecca Cunningham, and the rest of the crew."
s1230,Movie,Tall Tale,12-Nov-19,1995,PG,97 min,"Action-Adventure, Western",It's all up to Pecos Bill to save a boy's family farm in this rousing Western adventure.
s1231,Movie,Tangled,12-Nov-19,2010,PG,101 min,"Action-Adventure, Animation, Family","Rapunzel and Flynn set off on a hilarious, hair-raising escapade."
s1232,Movie,Tangled Before Ever After,12-Nov-19,2017,TV-Y7,58 min,"Animation, Coming of Age, Fantasy",Rapunzel escapes for a night of freedom before her coronation.
s1233,Movie,Tarzan & Jane,12-Nov-19,2002,TV-PG,78 min,"Action-Adventure, Animation",Tarzan and Jane celebrate their first year in the jungle.
s1234,Movie,Teacher's Pet,12-Nov-19,2004,PG,75 min,"Animation, Comedy, Family",A dog discovers that his dream of becoming a real boy isn't so far-fetched.
s1235,Movie,Teen Beach 2,12-Nov-19,2015,TV-G,106 min,"Fantasy, Musical",Mack and Brady get a real-world visit from their retro movie compadres.
s1236,Movie,Teen Beach Movie,12-Nov-19,2013,TV-G,97 min,"Coming of Age, Fantasy, Musical",McKenzie and her boyfriend Brady catch a wave into a retro coastal musical.
s1237,Movie,Teen Spirit,12-Nov-19,2011,TV-14,82 min,"Buddy, Comedy, Coming of Age","To save her soul, Amber must pull off a high-school miracle."
s1238,Movie,That Darn Cat,12-Nov-19,1997,PG,90 min,"Animals & Nature, Comedy, Family","A teen, a cat and a rookie FBI agent team up to solve a kidnapping."
s1239,Movie,That Darn Cat!,12-Nov-19,1965,G,116 min,"Animals & Nature, Comedy, Family",A cat holds the clue to bank robbers holding a teller hostage.
s1240,Movie,The Absent-Minded Professor,12-Nov-19,1961,G,96 min,"Comedy, Family, Science Fiction",A bumbling professor invents gravity-defying Flubber.
s1241,Movie,The Adventures of André & Wally B.,12-Nov-19,1984,TV-G,2 min,"Animation, Kids",Andre awakens from a nap and is greeted by a pesky bee.
s1242,Movie,The Adventures of Bullwhip Griffin,12-Nov-19,1967,TV-PG,111 min,"Action-Adventure, Comedy, Family",A boy joins the California gold rush with his trusty butler on his tail. See details for advisory.
s1243,Movie,The Adventures of Huck Finn,12-Nov-19,1993,PG,108 min,"Action-Adventure, Coming of Age, Drama",Huck and a runaway slave brave the Mississippi River in search of freedom.
