show_id,type,title,date_added,release_year,rating,duration,listed_in,description
s879,Movie,Empire of Dreams: The Story of the Star Wars Trilogy,12-Nov-19,2004,TV-14,151 min,Documentary,"Explore the creation of Star Wars, a saga few thought could ever be made."
s880,TV Show,Encore!,12-Nov-19,2019,TV-14,1 Season,"Music, Reality",Kristen Bell reunites former high school classmates to re-stage musicals they performed in the past.
s881,Movie,Escape to Witch Mountain,12-Nov-19,1975,G,98 min,"Action-Adventure, Family, Fantasy",Two orphans with supernatural powers discover their mysterious past.
s882,TV Show,Even Stevens,12-Nov-19,2000,TV-PG,3 Seasons,"Comedy, Coming of Age, Kids","Louis, a seventh-grade misfit, struggles to fit in at school and in his seemingly perfect family."
s883,Movie,Expedition Mars: Spirit & Opportunity,12-Nov-19,2019,TV-PG,88 min,Documentary,"Expedition Mars explores the epic adventures of the Mars rovers, Spirit and Opportunity."
s884,Movie,Fantasia,12-Nov-19,1940,G,126 min,"Animation, Family, Fantasy",Walt Disney's timeless masterpiece is an extravaganza of sight and sound. See details for advisory.
s885,Movie,Fantasia 2000,12-Nov-19,2000,G,76 min,"Animation, Family, Fantasy",A modern update of the Disney classic with new music and animation.
s886,TV Show,Fantastic Four (Series),12-Nov-19,1994,TV-Y7,1 Season,"Action-Adventure, Animation, Kids","Reed Richards, Sue and Johnny Storm and pilot Ben Grimm are transformed into the Fantastic Four."
s887,TV Show,Fantastic Four: World's Greatest Heroes,12-Nov-19,2007,TV-Y7,1 Season,"Action-Adventure, Animation, Kids","Watch Mr. Fantastic, Invisible Woman, Human Torch, and Thing as they battle their greatest foes."
s888,Movie,Ferdinand the Bull,12-Nov-19,1938,TV-G,8 min,"Animation, Comedy, Family",Ferdinand only wants to stop and smell the flowers. See details for advisory.
s889,Movie,Finding Dory,12-Nov-19,2016,PG,98 min,"Action-Adventure, Animation, Comedy",Dory sets off on a life-changing adventure to find her family.
s890,Movie,Finding Nemo,12-Nov-19,2003,G,103 min,"Action-Adventure, Animation, Comedy",Marlin makes an epic journey to bring Nemo home when he's taken by divers.
s891,Movie,First Kid,12-Nov-19,1996,PG,102 min,"Buddy, Comedy, Coming of Age",A wisecracking Secret Service agent is assigned to the President's son.
s892,Movie,Flight of the Navigator,12-Nov-19,1986,PG,90 min,"Action-Adventure, Science Fiction",A boy mysteriously gains knowledge of the farthest reaches of the universe.
s893,Movie,Float,12-Nov-19,2019,PG,10 min,"Animation, Family, Fantasy","A father hides his unusual son, and then must face the consequences."
s894,Movie,Flowers and Trees,12-Nov-19,1932,TV-Y7,8 min,"Animation, Family, Kids","It's spring, and the flowers, mushrooms, and trees come to life. See details for advisory."
s895,Movie,Flubber,12-Nov-19,1997,PG,96 min,"Comedy, Family, Science Fiction",Phillip hopes his super-bouncy goo will save his college and his wedding.
s896,Movie,Food for Feudin',12-Nov-19,1950,TV-G,7 min,"Animation, Comedy, Family",The chipmunks and Pluto battle over a supply of nuts. See details for advisory.
s897,Movie,For the Birds,12-Nov-19,2001,G,4 min,"Animation, Comedy, Family",Small birds mock a big bird who tries to sit with them
s898,Movie,Forky Asks a Question: What is Money?,12-Nov-19,2019,TV-G,6 min,"Animation, Comedy, Family",Hamm attempts to give Forky a lesson on how the US monetary system works.
s899,Movie,Frank and Ollie,12-Nov-19,1995,PG,89 min,"Biographical, Documentary",Share the story of famed Disney animators Frank Thomas and Ollie Johnston.
s900,Movie,Frankenweenie (Short),12-Nov-19,1984,PG,27 min,"Drama, Parody, Science Fiction",Victor harnesses the power of science to bring his dog Sparky back to life.
s901,Movie,Freaky Friday,12-Nov-19,2003,PG,98 min,"Comedy, Family, Fantasy",A mother and daughter see things a bit differently when they switch bodies.
s902,Movie,Free Solo,12-Nov-19,2018,TV-PG,101 min,"Action-Adventure, Documentary, Sports",Free solo climber Alex Honnold prepares to scale El Capitan in Yosemite without a rope.
s903,Movie,Frenemies,12-Nov-19,2012,TV-G,88 min,"Anthology, Comedy, Coming of Age",Three very different sets of friends experience growing pains.
s904,Movie,Frozen,12-Nov-19,2013,PG,105 min,"Animation, Family, Fantasy","Anna and Kristoff brave the elements, racing to save Elsa and the kingdom."
s905,Movie,Full-Court Miracle,12-Nov-19,2003,TV-G,95 min,"Coming of Age, Drama, Sports",A former college star is convinced to coach a winless basketball team.
s906,Movie,Fun and Fancy Free,12-Nov-19,1947,G,74 min,"Action-Adventure, Animation, Comedy","Two classic featurettes starring Mickey, Donald, Goofy and Jiminy Cricket."
s907,Movie,Fuzzbucket,12-Nov-19,1986,TV-G,46 min,"Buddy, Comedy, Coming of Age",An invisible creature helps Mikey cope with junior high and family drama.
s908,TV Show,Gargoyles,12-Nov-19,1994,TV-Y7,3 Seasons,"Action-Adventure, Animation, Fantasy","In Scotland, 994 A.D. Goliath and his clan of gargoyles defend a medieval castle."
s909,Movie,Geek Charming,12-Nov-19,2011,TV-G,99 min,"Comedy, Coming of Age, Drama",Popular Dylan wants film geek Josh to help her be crowned Blossom Queen.
s910,Movie,Genius,12-Nov-19,1999,TV-G,86 min,"Comedy, Coming of Age",A teen genius juggles the roles of college student and junior high bad boy.
s911,Movie,George & A.J.,12-Nov-19,2009,TV-G,4 min,"Animation, Comedy, Family",Two nurses try to escort seniors to the nursing home.
s912,Movie,Geri's Game,12-Nov-19,1997,G,5 min,"Animation, Family, Kids",Geri plays a daylong game of chess against himself.
s913,Movie,Get a Clue,12-Nov-19,2002,TV-G,84 min,"Drama, Mystery",A teenage gossip columnist takes on the case of her missing teacher.
s914,Movie,Giants of the Deep Blue,12-Nov-19,2018,TV-PG,45 min,"Animals & Nature, Documentary, Family",Go beneath the surface of the sea for an extraordinary look at whales and dolphins.
s915,TV Show,Girl Meets World,12-Nov-19,2013,TV-G,3 Seasons,"Comedy, Coming of Age, Family",Riley and Maya traverse the twists of teenage years.
s916,Movie,Go Figure,12-Nov-19,2005,TV-G,89 min,"Coming of Age, Sports",A girl must embrace hockey if she wants to become a champion ice skater.
s917,Movie,Going to the Mat,12-Nov-19,2004,TV-G,92 min,"Coming of Age, Sports","At a new school, Jace overcomes his blindness through a love of wrestling."
s918,TV Show,Good Luck Charlie,12-Nov-19,2009,TV-G,4 Seasons,"Comedy, Coming of Age, Family",The Duncans are a typical family whose lives are turned topsy-turvy with the arrival of Charlie
s919,Movie,"Good Luck Charlie, It's Christmas!",12-Nov-19,2011,TV-G,82 min,"Comedy, Coming of Age, Family",The Duncans need a miracle of their own to reunite in time for Christmas.
s920,TV Show,Goof Troop,12-Nov-19,1992,TV-Y7,1 Season,"Animation, Comedy, Kids","Goofy is a single father raising his son, Max in Spoonerville."
s921,Movie,Gotta Kick it Up,12-Nov-19,2002,TV-G,85 min,"Coming of Age, Dance, Drama",A new coach and her middle school dance team surprise all their doubters.
s922,Movie,Grand Canyonscope,12-Nov-19,1954,TV-G,7 min,"Animation, Comedy, Family",A park ranger has to keep Donald in check at the Grand Canyon. See details for advisory.
s923,Movie,Grasshopper and the Ants,12-Nov-19,1934,TV-G,8 min,"Animation, Family, Music",A grasshopper learns a lesson about hard work. See details for advisory.
s924,TV Show,Great Migrations,12-Nov-19,2010,TV-PG,1 Season,"Animals & Nature, Docuseries, Survival",An intimate and unprecedented view of animal migrations across the globe.
s925,Movie,Greyfriars Bobby,12-Nov-19,1961,TV-G,91 min,"Animals & Nature, Drama, Family",The story of friendship forged between a shepherd and his devoted dog.
s926,Movie,Gus,12-Nov-19,1976,G,97 min,"Animals & Nature, Comedy, Family",A football team welcomes their newest member... a placekicking mule.
s927,Movie,Halloweentown,12-Nov-19,1998,TV-PG,84 min,"Action-Adventure, Comedy, Coming of Age",Marnie and her siblings discover their spooky heritage in Halloweentown.
s928,Movie,Halloweentown High,12-Nov-19,2004,TV-G,83 min,"Action-Adventure, Comedy, Fantasy",Marnie's magic is on the line as Halloweentown kids transfer to her school.
s929,Movie,Halloweentown II: Kalabar's Revenge,12-Nov-19,2001,TV-PG,81 min,"Action-Adventure, Fantasy",A warlock with a devious plan has stripped Halloweentown of its magic.
s930,TV Show,Handy Manny,12-Nov-19,2006,TV-Y,3 Seasons,"Animation, Kids","Handy Manny and his box of friendly, silly tools are the go-to guys in their neighborhood."
s931,TV Show,Hannah Montana,12-Nov-19,2005,TV-G,4 Seasons,"Comedy, Coming of Age, Kids",Hannah Montana is a live-action comedy series that follows typical tween Miley Stewart.
s932,Movie,Hannah Montana and Miley Cyrus: Best of Both Worlds Concert,12-Nov-19,2008,G,83 min,"Concert Film, Documentary, Music",A look at Miley Cyrus's sold-out concerts and her life on tour.
s933,Movie,Hannah Montana The Movie,12-Nov-19,2009,G,105 min,"Comedy, Coming of Age, Drama",Miley adapts to life back in Tennessee after getting too caught up in the celebrity lifestyle.
s934,Movie,Hatching Pete,12-Nov-19,2009,TV-G,90 min,"Comedy, Coming of Age","The identity of Brewster High's mascot, The Chicken, is a big mystery."
s935,Movie,Hawaiian Holiday,12-Nov-19,1937,TV-G,9 min,"Animation, Comedy, Family",Mickey and gang experience Hawaii through hula dancing and the beach. See details for advisory.
s936,Movie,Heavyweights,12-Nov-19,1995,PG,98 min,"Comedy, Family",Portly misfits join up to take back their summer camp from a fitness guru.
s937,Movie,Herbie Goes Bananas,12-Nov-19,1980,G,93 min,"Action-Adventure, Comedy, Family",A stowaway derails Herbie's trip from Puerto Vallarta to Brazil for an auto race.
s938,Movie,Herbie Goes to Monte Carlo,12-Nov-19,1977,G,105 min,"Action-Adventure, Comedy, Family",Herbie tries to lose jewel thieves and find love during a road race from Paris to Monte Carlo.
s939,Movie,Herbie Rides Again,12-Nov-19,1974,G,89 min,"Comedy, Family, Romantic Comedy",Herbie comes to the rescue when a greedy real estate tycoon is after an elderly widow's home.
s940,Movie,Hercules,12-Nov-19,1997,G,98 min,"Action-Adventure, Animation, Comedy",Hercules must go from zero to hero to save the universe from Hades' wrath.
s941,Movie,High School Musical,12-Nov-19,2006,TV-G,100 min,"Coming of Age, Musical, Romance",A basketball star and a brainy girl find a place in the spotlight…and love.
s942,Movie,High School Musical 2,12-Nov-19,2007,TV-G,114 min,"Coming of Age, Musical",The East High Wildcats take on summer and let their talents shine.
s943,Movie,High School Musical 3: Senior Year,12-Nov-19,2008,G,121 min,"Coming of Age, Family, Musical","Troy, Gabriella and the rest of the East High kids take on senior year."
s944,TV Show,High School Musical: The Musical: The Series,12-Nov-19,2019,TV-PG,2 Seasons,"Comedy, Coming of Age, Drama","For the first time ever, East High Wildcats put on a production of High School Musical: The Musical!"
s945,Movie,Hocus Pocus,12-Nov-19,1993,PG,96 min,"Comedy, Family, Fantasy",Three 17th-century Salem witches are conjured up by unsuspecting children.
s946,Movie,Home on the Range,12-Nov-19,2004,PG,82 min,"Animation, Comedy, Family",A corral of critters join forces to save their farm from a band of outlaws.
s947,Movie,"Honey, I Blew Up the Kid",12-Nov-19,1992,PG,90 min,"Comedy, Family, Science Fiction",A wacky inventor accidentally turns his baby boy into a towering toddler.
s948,Movie,"Honey, I Shrunk the Kids",12-Nov-19,1989,PG,94 min,"Action-Adventure, Comedy, Family",Inventor Wayne Szalinski accidentally shrinks his kids to 1/4-inch tall.
s949,Movie,"Honey, We Shrunk Ourselves",12-Nov-19,1997,PG,76 min,"Action-Adventure, Comedy, Fantasy","This time, Wayne Szalinski's shrink machine is pointed at the parents!"
s950,Movie,Horse Sense,12-Nov-19,1999,TV-G,92 min,"Coming of Age, Drama",Spoiled Michael spends a summer at his cousin Tommy's Montana ranch.
s951,TV Show,Hostile Planet,12-Nov-19,2019,TV-PG,1 Season,"Animals & Nature, Docuseries, Survival",Hostile Planet reveals the animal kingdom’s epic stories of survival in extreme environments.
s952,Movie,Hounded,12-Nov-19,2001,TV-G,92 min,"Animals & Nature, Comedy, Coming of Age","Trying to right a wrong, Jay accidentally steals the principal's show dog."
s953,Movie,How Dogs Got Their Shapes,12-Nov-19,2016,TV-PG,44 min,"Animals & Nature, Documentary, Family",Canines are one of the most diverse species on Earth – how did they get that way?
s954,Movie,How to Build a Better Boy,12-Nov-19,2014,TV-G,94 min,"Action-Adventure, Comedy, Science Fiction",Tech-savvy best friends use their smarts to engineer the perfect boyfriend.
s955,Movie,How to Fish,12-Nov-19,1942,TV-G,7 min,"Animation, Comedy, Family",Goofy shows us how to fish… or how not to! See details for advisory.
s956,Movie,How to Swim,12-Nov-19,1942,TV-G,8 min,"Animation, Family, Parody",Goofy demonstrates how to swim. See details for advisory.
s957,TV Show,Hulk and the Agents of S.M.A.S.H.,12-Nov-19,2012,TV-Y7,2 Seasons,"Action-Adventure, Animation, Comedy",Hulk and friends battle against evil.
s958,Movie,I'll Be Home for Christmas,12-Nov-19,1998,PG,87 min,"Action-Adventure, Comedy, Coming of Age",A jokester zooms home for Christmas with a prize in mind – his dad's car!
s959,Movie,Ice Age: The Great Egg-Scapade,12-Nov-19,2016,TV-G,26 min,"Animation, Comedy, Family",Our favorite Ice Age herd embarks on a rescue mission that turns into the world’s first egg hunt.
s960,Movie,Ice Princess,12-Nov-19,2005,G,99 min,"Coming of Age, Drama, Romance",A brainy ugly duckling realizes her dream of becoming a champion figure skater.
s961,Movie,Inner Workings,12-Nov-19,2016,G,6 min,"Animation, Comedy, Family",The tug-of-war between Paul’s head and his heart.
s962,Movie,Inside Out,12-Nov-19,2015,PG,95 min,"Animation, Coming of Age, Family",Five Emotions must work overtime when a young girl moves to a new city.
s963,Movie,Inspector Gadget,12-Nov-19,1999,PG,80 min,"Action-Adventure, Comedy, Family",A security guard's dreams come true when he is transformed into the ultimate crime-fighting tool.
s964,Movie,Inspector Gadget 2,12-Nov-19,2003,G,90 min,"Action-Adventure, Comedy, Family","While Inspector Gadget is on probation, Claw breaks out of jail, and the Mayor unveils a new gadget."
s965,Movie,Into the Grand Canyon,12-Nov-19,2019,TV-PG,82 min,"Action-Adventure, Animals & Nature, Documentary","Two friends set out to traverse the Grand Canyon by foot, revealing its beauty and challenges."
s966,Movie,Into the Okavango,12-Nov-19,2018,TV-PG,94 min,"Action-Adventure, Animals & Nature, Documentary",Follow a team of explorers on an epic expedition to save the Okavango Delta.
s967,Movie,Invincible,12-Nov-19,2006,PG,105 min,"Biographical, Family, Sports",The story of a 30-year-old bartender who earned a chance to play for the Philadelphia Eagles.
s968,Movie,Invisible Sister,12-Nov-19,2015,TV-G,79 min,"Comedy, Science Fiction",A Halloween science experiment leaves Cleo's popular sister invisible.
s969,TV Show,Iron Man (Series),12-Nov-19,1994,TV-Y7,1 Season,"Action-Adventure, Animation, Kids",Industrialist Tony Stark leads a private team of superheroes as Iron Man against the forces of evil.
s970,TV Show,Iron Man Armored Adventures,12-Nov-19,2008,TV-G,2 Seasons,"Action-Adventure, Animation, Coming of Age","After a tragic accident robs Tony of his father, he uses his new invincible armor to protect others."
s971,Movie,Iron Will,12-Nov-19,1994,PG,109 min,"Action-Adventure, Coming of Age, Family",Will courageously joins a dogsled race that may save his family from ruin.
s972,Movie,Jack,12-Nov-19,1996,PG-13,113 min,"Comedy, Coming of Age, Drama",A mischievous 10-year-old boy lives life in a grown-up's body.
s973,Movie,Jack-Jack Attack,12-Nov-19,2005,G,6 min,"Animation, Comedy, Family",Kari thinks she's in for a routine night babysitting.
s974,Movie,James and the Giant Peach,12-Nov-19,1996,PG,81 min,"Action-Adventure, Animation, Family",A young boy escapes his cruel home life when he discovers a giant peach.
s975,Movie,Jane,12-Nov-19,2017,PG,90 min,"Animals & Nature, Biographical, Documentary",An intimate portrait of Jane Goodall’s groundbreaking chimpanzee research.
s976,TV Show,Jessie,12-Nov-19,2011,TV-PG,4 Seasons,"Comedy, Coming of Age, Family","A small-town girl becomes a nanny for a quirky, rich family."
s977,Movie,Jingle Pols,12-Nov-19,2013,TV-14,45 min,"Animals & Nature, Documentary, Medical",Nat Geo WILD re-joins the Pols in central Michigan as they get into the Christmas spirit.
